ID	D1	D2
C2S7O382	0.43434	0.75758
C2S7O383	0.41077	0.75084
C2S7O384	0.38047	0.74074
C2S7O385	0.38384	0.72727
C2S7O386	0.39731	0.74747
C2S7O387	0.42761	0.69024
C2S7O388	0.42088	0.69697
C2S7O389	0.44108	0.6936
C2S7O390	0.41751	0.68687
C2S7O391	0.45118	0.73737
C2S7O392	0.44444	0.74411
C2S7O393	0.41414	0.71044
C2S7O394	0.43771	0.70707
C2S7O395	0.40741	0.72727
C2S7O396	0.41414	0.73737
C2S7O397	0.39731	0.73737
C2S7O398	0.39731	0.74411
C2S7O399	0.41414	0.74411
C2S7O400	0.42424	0.75421
C2S7O401	0.41414	0.75421
C2S7O402	0.43771	0.73401
C2S7O403	0.43434	0.72391
C2S7O404	0.42424	0.72391
C2S7O405	0.40741	0.72727
C2S7O406	0.39057	0.73737
C2S7O407	0.39394	0.72727
C2S7O408	0.40067	0.71717
C2S7O409	0.41751	0.71044
C2S7O410	0.42761	0.71044
C2S7O411	0.41414	0.71044
C2S7O412	0.40404	0.71044
C2S7O413	0.40067	0.73401
C2S7O414	0.42088	0.74411
C2S7O415	0.43771	0.74411
C2S7O416	0.44108	0.73064
C2S7O417	0.42088	0.73737
C2S7O418	0.43434	0.73737
C2S7O419	0.41751	0.72391
C2S7O420	0.41414	0.73401
C2S7O421	0.42088	0.70707
C2S7O422	0.41751	0.6936
C2S7O423	0.41414	0.70034
C2S7O424	0.43434	0.70034
C2S7O425	0.44108	0.73737
C2S7O426	0.39394	0.72727
C2S7O427	0.39394	0.72054
C2S7O428	0.41751	0.71717
C2S8O429	0.39731	0.54209
C2S8O430	0.3771	0.53199
C2S8O431	0.3771	0.51178
C2S8O432	0.41077	0.49832
C2S8O433	0.44444	0.50505
C2S8O434	0.43771	0.53535
C2S8O435	0.42088	0.54882
C2S8O436	0.38384	0.53535
C2S8O437	0.38384	0.50505
C2S8O438	0.38721	0.49158
C2S8O439	0.41751	0.49158
C2S8O440	0.43434	0.50842
C2S8O441	0.42088	0.53199
C2S8O442	0.41077	0.53199
C2S8O443	0.39057	0.53199
C2S8O444	0.39057	0.51515
C2S8O445	0.42424	0.51515
C2S8O446	0.40404	0.51515
C2S8O447	0.41414	0.50168
C2S8O448	0.40404	0.52189
C2S8O449	0.42088	0.52189
C2S8O450	0.40067	0.49832
C2S8O451	0.40067	0.48822
C2S8O452	0.40067	0.51178
C2S8O453	0.41751	0.48822
C2S8O454	0.44444	0.51852
C2S8O455	0.43098	0.55219
C2S8O456	0.43434	0.49495
C2S8O457	0.43771	0.52525
C2S8O458	0.43098	0.53872
C2S8O459	0.44781	0.52189
C2S8O460	0.43771	0.54882
C2S8O461	0.38047	0.52189
C2S8O462	0.42424	0.54209
C2S8O463	0.40741	0.53199
C2S8O464	0.39731	0.50505
C2S8O465	0.43434	0.49832
C2S8O466	0.42088	0.51178
C2S8O467	0.42424	0.53535
C2S8O468	0.40741	0.53872
C2S8O469	0.38384	0.51515
C2S8O470	0.42761	0.50842
C2S8O471	0.42088	0.50505
C2S8O472	0.40741	0.50505
C2S8O473	0.45791	0.53199
C2S8O474	0.43098	0.53199
C2S8O475	0.40741	0.51515
C2S8O476	0.40741	0.53199
C2S8O477	0.39731	0.52862
C2S8O478	0.40404	0.51515
C2S8O479	0.42761	0.51515
C2S8O480	0.42761	0.52525
C2S8O481	0.41414	0.52525
C2S8O482	0.41414	0.50505
C2S8O483	0.40404	0.49495
C2S8O484	0.44108	0.51515
C2S8O485	0.41414	0.52525
