ID	D1	D2
C1S2O174	0.13303	0.15956
C1S2O175	0.13303	0.14273
C1S2O176	0.13303	0.12926
C1S2O177	0.08253	0.09896
C1S2O178	0.07242	0.09559
C1S2O179	0.06232	0.09559
C1S2O180	0.07242	0.09559
C1S2O181	0.08253	0.09559
C1S2O182	0.08589	0.09559
C1S2O183	0.10609	0.10232
C1S2O184	0.1162	0.11242
C1S2O185	0.12293	0.11579
C1S2O186	0.12293	0.13263
C1S2O187	0.1263	0.13936
C1S2O188	0.1263	0.15956
C1S2O189	0.1263	0.16966
C1S2O190	0.12293	0.17303
C1S2O191	0.1162	0.17976
C1S2O192	0.11283	0.18987
C1S2O193	0.11956	0.1764
C1S2O194	0.11956	0.1865
C1S2O195	0.10609	0.19997
C1S2O196	0.09263	0.2067
C1S2O197	0.09936	0.2067
C1S2O198	0.08926	0.21007
C1S2O199	0.08253	0.21007
C1S2O200	0.07579	0.21007
C1S2O201	0.06906	0.21007
C1S2O202	0.06232	0.21007
C1S2O203	0.05222	0.2067
C1S2O204	0.09599	0.09896
C1S2O205	0.10273	0.09896
C1S2O206	0.1162	0.10906
C1S2O207	0.10946	0.10569
C1S2O208	0.11956	0.11242
C1S2O209	0.11956	0.12589
C1S2O210	0.12293	0.12253
C1S2O211	0.1162	0.11916
C1S2O212	0.13303	0.12589
C1S2O213	0.12966	0.13263
C1S2O214	0.12966	0.13599
C1S2O215	0.1364	0.13936
C1S2O216	0.13303	0.14946
C1S2O217	0.12966	0.14946
C1S2O218	0.12966	0.13599
C1S2O219	0.11956	0.12926
C1S2O220	0.11956	0.12253
C1S2O221	0.11283	0.11242
C1S2O222	0.1263	0.12253
C1S2O223	0.12966	0.12926
C1S2O224	0.11956	0.12926
C1S2O225	0.1263	0.14946
C1S2O226	0.1263	0.15956
C1S2O227	0.12293	0.1663
C1S2O228	0.11956	0.15956
C1S2O229	0.12966	0.1562
C1S2O230	0.12966	0.14273
C1S2O231	0.12293	0.12926
C1S2O232	0.10946	0.10569
C1S2O233	0.12293	0.12589
C1S2O234	0.13303	0.13599
C1S2O235	0.13303	0.1562
C1S2O236	0.12293	0.1663
C1S2O237	0.06232	0.09559
C1S2O238	0.07579	0.09559
C1S2O239	0.09936	0.10569
C1S2O240	0.10946	0.10569
C1S2O241	0.12293	0.12589
C1S2O242	0.1263	0.14273
C1S2O243	0.12966	0.15283
C1S2O244	0.12293	0.1663
C1S2O245	0.1162	0.1865
C1S2O246	0.10946	0.1966
C1S2O247	0.11956	0.19323
C1S2O248	0.12293	0.18313
C1S2O249	0.12293	0.17303
C1S2O250	0.12966	0.16293
C1S2O251	0.13303	0.1764
C1S2O252	0.1263	0.18987
C1S2O253	0.12966	0.1865
C1S2O254	0.13976	0.16293
C1S2O255	0.1364	0.1562
C1S2O256	0.14313	0.14946
C1S2O257	0.1364	0.17303
C1S2O258	0.13303	0.18313
C1S2O259	0.14313	0.14273
C1S2O260	0.13976	0.15283
C1S2O261	0.1465	0.16966
C1S2O262	0.13976	0.1865
C1S2O263	0.14313	0.17976
C1S2O264	0.14313	0.15283
C1S2O265	0.13303	0.19323
C1S2O266	0.12293	0.1966
C1S2O267	0.1162	0.2067
C1S2O268	0.11956	0.19997
C1S2O269	0.13976	0.1663
C1S2O270	0.14313	0.17303
C1S2O271	0.1465	0.15956
C1S2O272	0.09936	0.21007
C1S2O273	0.10273	0.21007
C1S2O274	0.10946	0.21007
C1S2O275	0.12966	0.20333
C1S2O276	0.12293	0.2067
C2S3O277	0.1566	0.1764
C2S3O278	0.15323	0.1663
C2S3O279	0.15323	0.15283
C2S3O280	0.1465	0.14946
C2S3O281	0.14987	0.1663
C2S3O282	0.14987	0.17976
C2S3O283	0.1566	0.18987
C2S3O284	0.1667	0.2168
C2S3O285	0.19027	0.2168
C2S3O286	0.21721	0.2168
C2S3O287	0.22731	0.19997
C2S3O288	0.23067	0.17976
C2S3O289	0.23067	0.14946
C2S3O290	0.22394	0.13263
C2S3O291	0.20374	0.12926
C2S3O292	0.18354	0.12926
C2S3O293	0.16333	0.13599
C2S3O294	0.1566	0.16293
C2S3O295	0.15997	0.2067
C2S3O296	0.1768	0.21343
C2S3O297	0.19027	0.21343
C2S3O298	0.20374	0.21343
C2S3O299	0.21384	0.20333
C2S3O300	0.20374	0.2067
C2S3O301	0.19027	0.2067
C2S3O302	0.18354	0.2067
C2S3O303	0.1667	0.20333
C2S3O304	0.17007	0.21007
C2S3O305	0.16333	0.19323
C2S3O306	0.17007	0.1865
C2S3O307	0.18017	0.1966
C2S3O308	0.18017	0.19997
C2S3O309	0.16333	0.1966
C2S3O310	0.1768	0.1966
C2S3O311	0.17007	0.1966
C2S3O312	0.16333	0.19997
C2S3O313	0.1768	0.20333
C2S3O314	0.16333	0.18313
C2S3O315	0.16333	0.16966
C2S3O316	0.16333	0.1562
C2S3O317	0.17007	0.14609
C2S3O318	0.16333	0.14609
C2S3O319	0.18017	0.13263
C2S3O320	0.1768	0.13936
C2S3O321	0.17007	0.13263
C2S3O322	0.17007	0.12589
C2S3O323	0.19027	0.12589
C2S3O324	0.20037	0.12589
C2S3O325	0.18354	0.12589
C2S3O326	0.1768	0.12253
C2S3O327	0.19364	0.11916
C2S3O328	0.21384	0.12589
C2S3O329	0.23067	0.15283
C2S3O330	0.23067	0.16293
C2S3O331	0.23067	0.1865
C2S3O332	0.22731	0.1966
C2S3O333	0.19364	0.2269
C2S3O334	0.18017	0.22354
C2S3O335	0.2071	0.22354
C2S3O336	0.22394	0.21007
C2S3O337	0.23404	0.2067
C2S3O338	0.22057	0.21343
C2S3O339	0.2071	0.21343
C2S3O340	0.2071	0.22354
C2S3O341	0.19364	0.22354
C2S3O342	0.1869	0.21343
C2S3O343	0.1667	0.18987
C2S3O344	0.1667	0.1562
C2S3O345	0.1869	0.12926
C2S3O346	0.2071	0.12926
C2S3O347	0.22394	0.14609
C2S3O348	0.22057	0.13599
C2S3O349	0.20374	0.12589
C2S3O350	0.23067	0.13936
C2S3O351	0.23741	0.17303
C2S3O352	0.23067	0.16966
C2S3O353	0.24414	0.1865
C2S3O354	0.23404	0.19997
C2S3O355	0.19364	0.19323
C2S3O356	0.19027	0.17303
C2S3O357	0.18354	0.1663
C2S3O358	0.1768	0.17976
C2S3O359	0.2071	0.1865
C2S3O360	0.19364	0.1663
C2S3O361	0.20037	0.14946
C2S3O362	0.2071	0.17303
C2S3O363	0.19364	0.18313
C2S3O364	0.1768	0.18313
C2S3O365	0.1768	0.15283
C2S3O366	0.20037	0.15283
C2S3O367	0.21721	0.1663
C2S3O368	0.21721	0.15283
C2S3O369	0.21047	0.1562
C2S3O370	0.2071	0.13936
C2S3O371	0.20037	0.13936
C2S3O372	0.18354	0.13936
C2S3O373	0.1869	0.14609
C2S3O374	0.1869	0.1663
C2S3O375	0.17007	0.17303
C2S3O376	0.19364	0.19323
C2S3O377	0.2071	0.1966
C2S3O378	0.21384	0.18987
C2S3O379	0.21721	0.17976
C2S3O380	0.20374	0.16293
C2S3O381	0.19027	0.15956
C2S3O382	0.1768	0.1663
C2S3O383	0.19027	0.1764
C2S3O384	0.19027	0.1966
C2S3O385	0.197	0.1663
C2S3O386	0.17007	0.1865
C2S3O387	0.18354	0.16966
C2S3O388	0.18354	0.14273
C2S3O389	0.20374	0.13599
C2S3O390	0.23741	0.19323
C2S3O391	0.23404	0.21343
C2S3O392	0.16333	0.2067
C2S3O393	0.1566	0.19997
C2S3O394	0.1566	0.19323
C2S3O395	0.14987	0.1865
C2S3O396	0.1667	0.14273
C2S3O397	0.18017	0.13599
C2S3O398	0.21047	0.13263
C2S3O399	0.22731	0.13263
C2S3O400	0.23741	0.14946
C2S3O401	0.23741	0.16293
C2S3O402	0.23741	0.18313
C2S3O403	0.19027	0.13263
C2S3O404	0.19364	0.13599
C2S3O405	0.19364	0.14273
C2S3O406	0.21047	0.14273
C2S3O407	0.22057	0.14609
C2S3O408	0.22057	0.16966
C2S3O409	0.20374	0.17303
C2S3O410	0.1869	0.1865
C2S3O411	0.18354	0.17976
C2S3O412	0.17007	0.15956
C2S3O413	0.1768	0.15283
C2S3O414	0.1869	0.13936
C2S3O415	0.1869	0.15283
C2S3O416	0.21721	0.1764
C2S3O417	0.22731	0.2168
C2S3O418	0.21721	0.22354
C2S3O419	0.15997	0.13936
C2S3O420	0.1566	0.14609
C2S3O421	0.22731	0.18987
C2S3O422	0.22731	0.16293
C2S3O423	0.197	0.1865
C2S3O424	0.20037	0.20333
C2S3O425	0.2071	0.18313
C2S3O426	0.18354	0.17976
C2S3O427	0.22394	0.1966
C2S3O428	0.21721	0.15956
C2S3O429	0.2071	0.14273
C2S3O430	0.19027	0.1562
C2S3O431	0.17007	0.1865
C2S3O432	0.1667	0.10906
C2S3O433	0.1768	0.11579
C2S3O434	0.1869	0.11579
C2S3O435	0.20037	0.11579
C2S3O436	0.21047	0.11242
C2S3O437	0.22394	0.10232
C2S3O438	0.22731	0.08886
C2S3O439	0.22731	0.06529
C2S3O440	0.21384	0.04508
C2S3O441	0.18354	0.03498
C2S3O442	0.15997	0.05855
C2S3O443	0.15997	0.08212
C2S3O444	0.15997	0.10569
C2S3O445	0.17343	0.04845
C2S3O446	0.19364	0.04845
C2S3O447	0.2071	0.06529
C2S3O448	0.20374	0.08886
C2S3O449	0.1768	0.10232
C2S3O450	0.1667	0.08549
C2S3O451	0.17007	0.07202
C2S3O452	0.18017	0.07539
C2S3O453	0.18354	0.09222
C2S3O454	0.20037	0.09559
C2S3O455	0.20037	0.10232
C2S3O456	0.1869	0.10232
C2S3O457	0.15997	0.09559
C2S3O458	0.15997	0.07875
C2S3O459	0.1566	0.06865
C2S3O460	0.17343	0.06865
C2S3O461	0.1768	0.05855
C2S3O462	0.20037	0.06529
C2S3O463	0.1869	0.06865
C2S3O464	0.21047	0.07875
C2S3O465	0.21047	0.09896
C2S3O466	0.21047	0.10569
C2S3O467	0.22057	0.09896
C2S3O468	0.22057	0.07539
C2S3O469	0.2071	0.05519
C2S3O470	0.19027	0.05519
C2S3O471	0.18017	0.07875
C2S3O472	0.1869	0.07875
C2S3O473	0.19364	0.07875
C2S3O474	0.197	0.08886
C2S3O475	0.17343	0.08886
C2S3O476	0.17007	0.09896
C2S3O477	0.18354	0.10569
C2S3O478	0.19364	0.11579
C2S3O479	0.2071	0.10569
C2S3O480	0.21721	0.07875
C2S3O481	0.20374	0.07202
C2S3O482	0.21384	0.09559
C2S3O483	0.19364	0.04508
C2S3O484	0.21721	0.05855
C2S3O485	0.1667	0.05182
C2S3O486	0.17343	0.04172
C2S3O487	0.1667	0.04845
C2S3O488	0.14987	0.08212
C2S3O489	0.14987	0.09896
C2S3O490	0.14987	0.08886
C2S3O491	0.1465	0.06529
C2S3O492	0.15323	0.05519
C2S3O493	0.1465	0.07539
C2S3O494	0.21384	0.05519
C2S3O495	0.21384	0.06865
C2S3O496	0.22731	0.07539
C2S3O497	0.22394	0.09222
C2S3O498	0.20374	0.04508
C2S3O499	0.1869	0.03835
C2S3O500	0.197	0.03835
C2S3O501	0.21384	0.04508
C2S3O502	0.20374	0.07875
C2S3O503	0.1869	0.08212
C2S3O504	0.16333	0.08212
C2S3O505	0.1869	0.11579
C2S3O506	0.20374	0.11579
C2S3O507	0.2071	0.10569
C2S3O508	0.19364	0.07539
C2S3O509	0.17343	0.05855
C2S3O510	0.16333	0.06192
C2S3O511	0.17007	0.07875
C2S3O512	0.2071	0.07875
C2S3O513	0.21047	0.06192
C2S3O514	0.15323	0.14946
C2S3O515	0.15323	0.12926
C2S3O516	0.14987	0.10569
C2S3O517	0.15323	0.12253
C2S3O518	0.15323	0.14273
C2S3O519	0.1566	0.15956
C2S3O520	0.14987	0.13599
C2S3O521	0.14987	0.11916
C2S3O522	0.14987	0.09222
C2S3O523	0.16333	0.11579
C2S3O524	0.16333	0.11916
C2S3O525	0.15997	0.11916
C2S3O526	0.23741	0.18987
C2S3O527	0.24077	0.17303
C2S3O528	0.24077	0.1562
C2S3O529	0.23741	0.13599
C2S3O530	0.23404	0.12926
C2S3O531	0.23404	0.11916
C2S3O532	0.22731	0.13263
C2S3O533	0.21721	0.12589
C2S3O534	0.21721	0.11579
C2S3O535	0.22394	0.12926
C2S3O536	0.22057	0.11242
C2S3O537	0.22394	0.09896
C2S3O538	0.23067	0.10569
C2S3O539	0.23067	0.11916
C2S3O540	0.23067	0.12589
C2S3O541	0.22394	0.11242
C2S3O542	0.22394	0.07539
C2S3O543	0.22057	0.06192
C2S3O544	0.21384	0.04845
C2S3O545	0.20037	0.04172
C2S3O546	0.197	0.04172
C2S3O547	0.16333	0.04172
C2S3O548	0.1465	0.04508
C2S3O549	0.15323	0.04508
C2S3O550	0.16333	0.05519
C2S3O551	0.1566	0.06529
C2S3O552	0.19364	0.05855
C2S3O553	0.19027	0.06192
C2S3O554	0.18354	0.05182
C2S3O555	0.22057	0.05182
C2S3O556	0.2071	0.03835
C2S3O557	0.19027	0.03162
C2S3O558	0.18017	0.03835
C2S3O559	0.1667	0.03498
C2S3O560	0.16333	0.03835
C2S3O561	0.15323	0.03835
C2S3O562	0.1465	0.06192
C2S3O563	0.14987	0.04845
C3S4O564	0.23067	0.05182
C3S4O565	0.23404	0.05182
C3S4O566	0.24077	0.05182
C3S4O567	0.25424	0.05182
C3S4O568	0.27444	0.05182
C3S4O569	0.29128	0.05182
C3S4O570	0.31148	0.05182
C3S4O571	0.32495	0.05182
C3S4O572	0.33505	0.05182
C3S4O573	0.23404	0.04172
C3S4O574	0.23404	0.04508
C3S4O575	0.25088	0.04845
C3S4O576	0.26771	0.04845
C3S4O577	0.28118	0.04845
C3S4O578	0.28791	0.04845
C3S4O579	0.31822	0.04508
C3S4O580	0.29801	0.04845
C3S4O581	0.30475	0.04845
C3S4O582	0.29128	0.04172
C3S4O583	0.27108	0.04172
C3S4O584	0.25424	0.04508
C3S4O585	0.24077	0.04508
C3S4O586	0.24077	0.03835
C3S4O587	0.25424	0.03835
C3S4O588	0.26098	0.03835
C3S4O589	0.28118	0.03835
C3S4O590	0.28455	0.03835
C3S4O591	0.32495	0.03835
C3S4O592	0.33505	0.04508
C3S4O593	0.31485	0.04172
C3S4O594	0.30138	0.04172
C3S4O595	0.29465	0.03835
C3S4O596	0.33168	0.04508
C3S4O597	0.30475	0.03835
C3S4O598	0.26098	0.05182
C3S4O599	0.26434	0.04508
C3S4O600	0.28118	0.04508
C3S4O601	0.31822	0.04508
C3S4O602	0.31822	0.04508
C3S4O603	0.26434	0.04508
C3S4O604	0.24077	0.04508
C3S4O605	0.26771	0.04845
C3S4O606	0.29801	0.04845
C3S4O607	0.32158	0.04508
C3S4O608	0.32495	0.04508
C3S4O609	0.29801	0.04845
C3S4O610	0.29465	0.04845
C3S4O611	0.32158	0.04172
C3S4O612	0.24414	0.04172
C3S4O613	0.23067	0.04845
C3S4O614	0.22394	0.04508
C3S4O615	0.22731	0.03835
C3S4O616	0.22731	0.03835
C3S4O617	0.33168	0.04172
C3S4O618	0.33842	0.04172
C3S4O619	0.33842	0.04845
C3S5O620	0.24751	0.06192
C3S5O621	0.25424	0.06192
C3S5O622	0.28455	0.06192
C3S5O623	0.30138	0.06192
C3S5O624	0.31822	0.05855
C3S5O625	0.31148	0.06192
C3S5O626	0.29801	0.06192
C3S5O627	0.27781	0.06192
C3S5O628	0.25424	0.06529
C3S5O629	0.26098	0.07202
C3S5O630	0.27444	0.07202
C3S5O631	0.29801	0.07202
C3S5O632	0.30811	0.07202
C3S5O633	0.28791	0.07202
C3S5O634	0.27444	0.07202
C3S5O635	0.26771	0.06529
C3S5O636	0.28455	0.06529
C3S5O637	0.30811	0.07202
C3S5O638	0.30138	0.07202
C3S5O639	0.27781	0.06865
C3S5O640	0.27108	0.06865
C3S5O641	0.26434	0.06865
C3S5O642	0.25761	0.06865
C3S5O643	0.27108	0.06865
C3S5O644	0.28791	0.06865
C3S5O645	0.29465	0.06865
C3S5O646	0.30138	0.06865
C3S5O647	0.30811	0.06865
C3S5O648	0.29801	0.06865
C3S5O649	0.30138	0.06529
C3S5O650	0.29128	0.06529
C3S5O651	0.28118	0.06529
C3S5O652	0.27108	0.06865
C3S5O653	0.26098	0.06865
C3S5O654	0.25088	0.06865
C3S5O655	0.25088	0.06865
C3S5O656	0.26434	0.06865
C3S5O657	0.27781	0.06865
C3S5O658	0.29465	0.06865
C3S5O659	0.29465	0.06865
C3S5O660	0.27781	0.06865
C3S5O661	0.26098	0.06865
C3S5O662	0.25761	0.06529
C3S5O663	0.26098	0.06529
C3S5O664	0.26434	0.06529
C3S5O665	0.27781	0.06865
C3S5O666	0.27108	0.06192
C3S5O667	0.27444	0.06192
C3S5O668	0.27444	0.06529
C3S5O669	0.26434	0.06192
C3S5O670	0.25761	0.06192
C3S5O671	0.29128	0.07875
C3S5O672	0.28455	0.07875
C3S5O673	0.28455	0.07875
C3S5O674	0.26434	0.07202
C3S5O675	0.27108	0.07202
C3S5O676	0.28118	0.08212
C3S5O677	0.27108	0.07875
C3S5O678	0.26771	0.07875
C3S5O679	0.29465	0.07875
C3S5O680	0.29465	0.07875
C3S5O681	0.28118	0.07202
C3S5O682	0.28118	0.07875
C3S5O683	0.27444	0.07539
C3S5O684	0.26771	0.07539
C3S5O685	0.28118	0.07875
C3S5O686	0.29801	0.07539
C3S5O687	0.30138	0.07539
C3S5O688	0.29128	0.07539
C3S5O689	0.28455	0.07539
C3S5O690	0.28455	0.07539
C3S5O691	0.27444	0.07875
C3S5O692	0.30475	0.06865
C3S5O693	0.31485	0.06865
C3S5O694	0.31148	0.06192
C3S5O695	0.30138	0.06529
C3S5O696	0.29801	0.06529
C3S5O697	0.29128	0.06529
C3S5O698	0.29128	0.06529
C3S5O699	0.27781	0.06529
C3S5O700	0.29128	0.06529
C3S5O701	0.30138	0.06529
C3S5O702	0.31148	0.06529
C3S5O703	0.31822	0.06529
C3S5O704	0.25088	0.06865
C3S5O705	0.25761	0.06865
C3S5O706	0.26434	0.07539
C3S5O707	0.28455	0.07202
C3S5O708	0.25424	0.06865
C3S5O709	0.29128	0.06529
C3S5O710	0.30475	0.06529
C3S5O711	0.31148	0.06529
C3S5O712	0.24077	0.06192
C3S5O713	0.23741	0.06192
C3S5O714	0.24414	0.06865
C3S5O715	0.25088	0.06865
C3S5O716	0.24414	0.06529
C3S5O717	0.25088	0.07202
C3S5O718	0.25424	0.07539
C3S5O719	0.26098	0.07875
C3S5O720	0.23741	0.06529
C3S5O721	0.23404	0.05855
C3S5O722	0.23067	0.05519
C3S5O723	0.24414	0.06529
C3S5O724	0.25088	0.07539
C3S5O725	0.28118	0.07875
C3S5O726	0.30138	0.07875
C3S5O727	0.31148	0.07875
C3S5O728	0.31822	0.07875
C3S5O729	0.32495	0.06529
C3S5O730	0.31822	0.07202
C3S5O731	0.31148	0.07875
C3S5O732	0.32158	0.07539
C3S5O733	0.32158	0.07202
C3S5O734	0.32158	0.07202
C3S5O735	0.31148	0.08212
C3S5O736	0.29465	0.08212
C3S5O737	0.27108	0.08549
C3S5O738	0.28118	0.08549
C3S5O739	0.28791	0.08549
C3S5O740	0.29465	0.08549
C3S5O741	0.29801	0.08549
C3S5O742	0.30138	0.08212
C3S5O743	0.28455	0.08212
C3S5O744	0.26098	0.07875
C3S5O745	0.26098	0.07875
C3S5O746	0.26771	0.08549
C3S5O747	0.29465	0.09222
C3S5O748	0.33505	0.06865
C3S5O749	0.32832	0.06529
C3S5O750	0.33168	0.06529
C3S5O751	0.32832	0.06865
C3S5O752	0.31822	0.07539
C3S5O753	0.31148	0.07539
C3S5O754	0.32158	0.07539
C3S6O755	0.24751	0.02825
C3S6O756	0.25761	0.03162
C3S6O757	0.27108	0.03162
C3S6O758	0.27781	0.03162
C3S6O759	0.29801	0.03162
C3S6O760	0.28791	0.03162
C3S6O761	0.30811	0.03162
C3S6O762	0.31822	0.03162
C3S6O763	0.31822	0.02825
C3S6O764	0.31485	0.02825
C3S6O765	0.30138	0.02825
C3S6O766	0.28791	0.02825
C3S6O767	0.28118	0.02825
C3S6O768	0.27108	0.02825
C3S6O769	0.26098	0.02825
C3S6O770	0.24751	0.02825
C3S6O771	0.25424	0.02825
C3S6O772	0.26098	0.02825
C3S6O773	0.26098	0.02825
C3S6O774	0.26098	0.02825
C3S6O775	0.26098	0.02825
C3S6O776	0.26434	0.02825
C3S6O777	0.26434	0.02825
C3S6O778	0.27108	0.02825
C3S6O779	0.27781	0.02825
C3S6O780	0.28118	0.02825
C3S6O781	0.29465	0.02825
C3S6O782	0.29465	0.02825
C3S6O783	0.30475	0.02825
C3S6O784	0.30475	0.02825
C3S6O785	0.30811	0.02825
C3S6O786	0.31148	0.02825
C3S6O787	0.30138	0.02825
C3S6O788	0.28455	0.02825
C3S6O789	0.27108	0.02825
C3S6O790	0.26098	0.02825
C3S6O791	0.24751	0.02825
C3S6O792	0.24751	0.02825
C3S6O793	0.24751	0.02825
C3S6O794	0.25424	0.02825
C3S6O795	0.26434	0.02825
C3S6O796	0.27444	0.02825
C3S6O797	0.29128	0.02825
C3S6O798	0.29465	0.02825
C3S6O799	0.30811	0.02825
C3S6O800	0.31822	0.02488
C3S6O801	0.30475	0.02825
C3S6O802	0.29128	0.02825
C3S6O803	0.27108	0.02488
C3S6O804	0.25761	0.02488
C3S6O805	0.24751	0.02488
C3S6O806	0.25761	0.02488
C3S6O807	0.26434	0.02488
C3S6O808	0.27108	0.02488
C3S6O809	0.27781	0.02152
C3S6O810	0.29128	0.02152
C3S6O811	0.30138	0.02152
C3S6O812	0.30475	0.02152
C3S6O813	0.30811	0.02488
C3S6O814	0.28791	0.02488
C3S6O815	0.28791	0.02488
C3S6O816	0.29465	0.02488
C3S6O817	0.28455	0.02488
C3S6O818	0.27444	0.02152
C3S6O819	0.27108	0.02152
C3S6O820	0.25424	0.02152
C3S6O821	0.26098	0.02152
C3S6O822	0.26771	0.02152
