ID	a1	a2
141	0.03875	0.19323
142	0.03875	0.1865
143	0.03539	0.18313
144	0.04212	0.19997
145	0.04549	0.19997
146	0.05222	0.19997
147	0.04886	0.1966
148	0.04212	0.19323
149	0.06569	0.19997
150	0.05559	0.20333
151	0.05222	0.20333
152	0.06569	0.2067
153	0.07579	0.2067
154	0.08926	0.20333
155	0.07916	0.20333
156	0.07579	0.20333
157	0.06232	0.20333
158	0.09263	0.20333
159	0.10273	0.1966
160	0.09599	0.19323
161	0.09263	0.19323
162	0.08253	0.19323
163	0.08926	0.19997
164	0.09263	0.19997
165	0.09599	0.1966
166	0.10273	0.1966
167	0.07242	0.19997
168	0.08589	0.20333
169	0.10946	0.20333
170	0.1162	0.1966
171	0.12293	0.1865
172	0.1263	0.1764
173	0.12966	0.16966
174	0.13303	0.15956
175	0.13303	0.14273
176	0.13303	0.12926
177	0.08253	0.09896
178	0.07242	0.09559
179	0.06232	0.09559
180	0.07242	0.09559
181	0.08253	0.09559
182	0.08589	0.09559
183	0.10609	0.10232
184	0.1162	0.11242
185	0.12293	0.11579
186	0.12293	0.13263
187	0.1263	0.13936
188	0.1263	0.15956
189	0.1263	0.16966
190	0.12293	0.17303
191	0.1162	0.17976
192	0.11283	0.18987
193	0.11956	0.1764
194	0.11956	0.1865
195	0.10609	0.19997
196	0.09263	0.2067
197	0.09936	0.2067
198	0.08926	0.21007
199	0.08253	0.21007
200	0.07579	0.21007
201	0.06906	0.21007
202	0.06232	0.21007
203	0.05222	0.2067
204	0.09599	0.09896
205	0.10273	0.09896
206	0.1162	0.10906
207	0.10946	0.10569
208	0.11956	0.11242
209	0.11956	0.12589
210	0.12293	0.12253
211	0.1162	0.11916
212	0.13303	0.12589
213	0.12966	0.13263
214	0.12966	0.13599
215	0.1364	0.13936
216	0.13303	0.14946
217	0.12966	0.14946
218	0.12966	0.13599
219	0.11956	0.12926
220	0.11956	0.12253
221	0.11283	0.11242
222	0.1263	0.12253
223	0.12966	0.12926
224	0.11956	0.12926
225	0.1263	0.14946
226	0.1263	0.15956
227	0.12293	0.1663
228	0.11956	0.15956
229	0.12966	0.1562
230	0.12966	0.14273
231	0.12293	0.12926
232	0.10946	0.10569
233	0.12293	0.12589
234	0.13303	0.13599
235	0.13303	0.1562
236	0.12293	0.1663
237	0.06232	0.09559
238	0.07579	0.09559
239	0.09936	0.10569
240	0.10946	0.10569
241	0.12293	0.12589
242	0.1263	0.14273
243	0.12966	0.15283
244	0.12293	0.1663
245	0.1162	0.1865
246	0.10946	0.1966
247	0.11956	0.19323
248	0.12293	0.18313
249	0.12293	0.17303
250	0.12966	0.16293
251	0.13303	0.1764
252	0.1263	0.18987
253	0.12966	0.1865
254	0.13976	0.16293
255	0.1364	0.1562
256	0.14313	0.14946
257	0.1364	0.17303
258	0.13303	0.18313
259	0.14313	0.14273
260	0.13976	0.15283
261	0.1465	0.16966
262	0.13976	0.1865
263	0.14313	0.17976
264	0.14313	0.15283
265	0.13303	0.19323
266	0.12293	0.1966
267	0.1162	0.2067
268	0.11956	0.19997
269	0.13976	0.1663
270	0.14313	0.17303
271	0.1465	0.15956
272	0.09936	0.21007
273	0.10273	0.21007
274	0.10946	0.21007
275	0.12966	0.20333
276	0.12293	0.2067
277	0.1566	0.1764
278	0.15323	0.1663
279	0.15323	0.15283
280	0.1465	0.14946
281	0.14987	0.1663
282	0.14987	0.17976
283	0.1566	0.18987
284	0.1667	0.2168
285	0.19027	0.2168
286	0.21721	0.2168
287	0.22731	0.19997
288	0.23067	0.17976
289	0.23067	0.14946
290	0.22394	0.13263
291	0.20374	0.12926
292	0.18354	0.12926
293	0.16333	0.13599
294	0.1566	0.16293
295	0.15997	0.2067
296	0.1768	0.21343
297	0.19027	0.21343
298	0.20374	0.21343
299	0.21384	0.20333
300	0.20374	0.2067
301	0.19027	0.2067
302	0.18354	0.2067
303	0.1667	0.20333
304	0.17007	0.21007
305	0.16333	0.19323
306	0.17007	0.1865
307	0.18017	0.1966
308	0.18017	0.19997
309	0.16333	0.1966
310	0.1768	0.1966
311	0.17007	0.1966
312	0.16333	0.19997
313	0.1768	0.20333
314	0.16333	0.18313
315	0.16333	0.16966
316	0.16333	0.1562
317	0.17007	0.14609
318	0.16333	0.14609
319	0.18017	0.13263
320	0.1768	0.13936
321	0.17007	0.13263
322	0.17007	0.12589
323	0.19027	0.12589
324	0.20037	0.12589
325	0.18354	0.12589
326	0.1768	0.12253
327	0.19364	0.11916
328	0.21384	0.12589
329	0.23067	0.15283
330	0.23067	0.16293
331	0.23067	0.1865
332	0.22731	0.1966
333	0.19364	0.2269
334	0.18017	0.22354
335	0.2071	0.22354
336	0.22394	0.21007
337	0.23404	0.2067
338	0.22057	0.21343
339	0.2071	0.21343
340	0.2071	0.22354
341	0.19364	0.22354
342	0.1869	0.21343
343	0.1667	0.18987
344	0.1667	0.1562
345	0.1869	0.12926
346	0.2071	0.12926
347	0.22394	0.14609
348	0.22057	0.13599
349	0.20374	0.12589
350	0.23067	0.13936
351	0.23741	0.17303
352	0.23067	0.16966
353	0.24414	0.1865
354	0.23404	0.19997
355	0.19364	0.19323
356	0.19027	0.17303
357	0.18354	0.1663
358	0.1768	0.17976
359	0.2071	0.1865
360	0.19364	0.1663
361	0.20037	0.14946
362	0.2071	0.17303
363	0.19364	0.18313
364	0.1768	0.18313
365	0.1768	0.15283
366	0.20037	0.15283
367	0.21721	0.1663
368	0.21721	0.15283
369	0.21047	0.1562
370	0.2071	0.13936
371	0.20037	0.13936
372	0.18354	0.13936
373	0.1869	0.14609
374	0.1869	0.1663
375	0.17007	0.17303
376	0.19364	0.19323
377	0.2071	0.1966
378	0.21384	0.18987
379	0.21721	0.17976
380	0.20374	0.16293
381	0.19027	0.15956
382	0.1768	0.1663
383	0.19027	0.1764
384	0.19027	0.1966
385	0.197	0.1663
386	0.17007	0.1865
387	0.18354	0.16966
388	0.18354	0.14273
389	0.20374	0.13599
390	0.23741	0.19323
391	0.23404	0.21343
392	0.16333	0.2067
393	0.1566	0.19997
394	0.1566	0.19323
395	0.14987	0.1865
396	0.1667	0.14273
397	0.18017	0.13599
398	0.21047	0.13263
399	0.22731	0.13263
400	0.23741	0.14946
401	0.23741	0.16293
402	0.23741	0.18313
403	0.19027	0.13263
404	0.19364	0.13599
405	0.19364	0.14273
406	0.21047	0.14273
407	0.22057	0.14609
408	0.22057	0.16966
409	0.20374	0.17303
410	0.1869	0.1865
411	0.18354	0.17976
412	0.17007	0.15956
413	0.1768	0.15283
414	0.1869	0.13936
415	0.1869	0.15283
416	0.21721	0.1764
417	0.22731	0.2168
418	0.21721	0.22354
419	0.15997	0.13936
420	0.1566	0.14609
421	0.22731	0.18987
422	0.22731	0.16293
423	0.197	0.1865
424	0.20037	0.20333
425	0.2071	0.18313
426	0.18354	0.17976
427	0.22394	0.1966
428	0.21721	0.15956
429	0.2071	0.14273
430	0.19027	0.1562
431	0.17007	0.1865
432	0.1667	0.10906
433	0.1768	0.11579
434	0.1869	0.11579
435	0.20037	0.11579
436	0.21047	0.11242
437	0.22394	0.10232
438	0.22731	0.08886
439	0.22731	0.06529
440	0.21384	0.04508
441	0.18354	0.03498
442	0.15997	0.05855
443	0.15997	0.08212
444	0.15997	0.10569
445	0.17343	0.04845
446	0.19364	0.04845
447	0.2071	0.06529
448	0.20374	0.08886
449	0.1768	0.10232
450	0.1667	0.08549
451	0.17007	0.07202
452	0.18017	0.07539
453	0.18354	0.09222
454	0.20037	0.09559
455	0.20037	0.10232
456	0.1869	0.10232
457	0.15997	0.09559
458	0.15997	0.07875
459	0.1566	0.06865
460	0.17343	0.06865
461	0.1768	0.05855
462	0.20037	0.06529
463	0.1869	0.06865
464	0.21047	0.07875
465	0.21047	0.09896
466	0.21047	0.10569
467	0.22057	0.09896
468	0.22057	0.07539
469	0.2071	0.05519
470	0.19027	0.05519
471	0.18017	0.07875
472	0.1869	0.07875
473	0.19364	0.07875
474	0.197	0.08886
475	0.17343	0.08886
476	0.17007	0.09896
477	0.18354	0.10569
478	0.19364	0.11579
479	0.2071	0.10569
480	0.21721	0.07875
481	0.20374	0.07202
482	0.21384	0.09559
483	0.19364	0.04508
484	0.21721	0.05855
485	0.1667	0.05182
486	0.17343	0.04172
487	0.1667	0.04845
488	0.14987	0.08212
489	0.14987	0.09896
490	0.14987	0.08886
491	0.1465	0.06529
492	0.15323	0.05519
493	0.1465	0.07539
494	0.21384	0.05519
495	0.21384	0.06865
496	0.22731	0.07539
497	0.22394	0.09222
498	0.20374	0.04508
499	0.1869	0.03835
500	0.197	0.03835
501	0.21384	0.04508
502	0.20374	0.07875
503	0.1869	0.08212
504	0.16333	0.08212
505	0.1869	0.11579
506	0.20374	0.11579
507	0.2071	0.10569
508	0.19364	0.07539
509	0.17343	0.05855
510	0.16333	0.06192
511	0.17007	0.07875
512	0.2071	0.07875
513	0.21047	0.06192
514	0.15323	0.14946
515	0.15323	0.12926
516	0.14987	0.10569
517	0.15323	0.12253
518	0.15323	0.14273
519	0.1566	0.15956
520	0.14987	0.13599
521	0.14987	0.11916
522	0.14987	0.09222
523	0.16333	0.11579
524	0.16333	0.11916
525	0.15997	0.11916
526	0.23741	0.18987
527	0.24077	0.17303
528	0.24077	0.1562
529	0.23741	0.13599
530	0.23404	0.12926
531	0.23404	0.11916
532	0.22731	0.13263
533	0.21721	0.12589
534	0.21721	0.11579
535	0.22394	0.12926
536	0.22057	0.11242
537	0.22394	0.09896
538	0.23067	0.10569
539	0.23067	0.11916
540	0.23067	0.12589
541	0.22394	0.11242
542	0.22394	0.07539
543	0.22057	0.06192
544	0.21384	0.04845
545	0.20037	0.04172
546	0.197	0.04172
547	0.16333	0.04172
548	0.1465	0.04508
549	0.15323	0.04508
550	0.16333	0.05519
551	0.1566	0.06529
552	0.19364	0.05855
553	0.19027	0.06192
554	0.18354	0.05182
555	0.22057	0.05182
556	0.2071	0.03835
557	0.19027	0.03162
558	0.18017	0.03835
559	0.1667	0.03498
560	0.16333	0.03835
561	0.15323	0.03835
562	0.1465	0.06192
563	0.14987	0.04845
564	0.23067	0.05182
565	0.23404	0.05182
566	0.24077	0.05182
567	0.25424	0.05182
568	0.27444	0.05182
569	0.29128	0.05182
570	0.31148	0.05182
571	0.32495	0.05182
572	0.33505	0.05182
573	0.23404	0.04172
574	0.23404	0.04508
575	0.25088	0.04845
576	0.26771	0.04845
577	0.28118	0.04845
578	0.28791	0.04845
579	0.31822	0.04508
580	0.29801	0.04845
581	0.30475	0.04845
582	0.29128	0.04172
583	0.27108	0.04172
584	0.25424	0.04508
585	0.24077	0.04508
586	0.24077	0.03835
587	0.25424	0.03835
588	0.26098	0.03835
589	0.28118	0.03835
590	0.28455	0.03835
591	0.32495	0.03835
592	0.33505	0.04508
593	0.31485	0.04172
594	0.30138	0.04172
595	0.29465	0.03835
596	0.33168	0.04508
597	0.30475	0.03835
598	0.26098	0.05182
599	0.26434	0.04508
600	0.28118	0.04508
601	0.31822	0.04508
602	0.31822	0.04508
603	0.26434	0.04508
604	0.24077	0.04508
605	0.26771	0.04845
606	0.29801	0.04845
607	0.32158	0.04508
608	0.32495	0.04508
609	0.29801	0.04845
610	0.29465	0.04845
611	0.32158	0.04172
612	0.24414	0.04172
613	0.23067	0.04845
614	0.22394	0.04508
615	0.22731	0.03835
616	0.22731	0.03835
617	0.33168	0.04172
618	0.33842	0.04172
619	0.33842	0.04845
620	0.24751	0.06192
621	0.25424	0.06192
622	0.28455	0.06192
623	0.30138	0.06192
624	0.31822	0.05855
625	0.31148	0.06192
626	0.29801	0.06192
627	0.27781	0.06192
628	0.25424	0.06529
629	0.26098	0.07202
630	0.27444	0.07202
631	0.29801	0.07202
632	0.30811	0.07202
633	0.28791	0.07202
634	0.27444	0.07202
635	0.26771	0.06529
636	0.28455	0.06529
637	0.30811	0.07202
638	0.30138	0.07202
639	0.27781	0.06865
640	0.27108	0.06865
641	0.26434	0.06865
642	0.25761	0.06865
643	0.27108	0.06865
644	0.28791	0.06865
645	0.29465	0.06865
646	0.30138	0.06865
647	0.30811	0.06865
648	0.29801	0.06865
649	0.30138	0.06529
650	0.29128	0.06529
651	0.28118	0.06529
652	0.27108	0.06865
653	0.26098	0.06865
654	0.25088	0.06865
655	0.25088	0.06865
656	0.26434	0.06865
657	0.27781	0.06865
658	0.29465	0.06865
659	0.29465	0.06865
660	0.27781	0.06865
661	0.26098	0.06865
662	0.25761	0.06529
663	0.26098	0.06529
664	0.26434	0.06529
665	0.27781	0.06865
666	0.27108	0.06192
667	0.27444	0.06192
668	0.27444	0.06529
669	0.26434	0.06192
670	0.25761	0.06192
671	0.29128	0.07875
672	0.28455	0.07875
673	0.28455	0.07875
674	0.26434	0.07202
675	0.27108	0.07202
676	0.28118	0.08212
677	0.27108	0.07875
678	0.26771	0.07875
679	0.29465	0.07875
680	0.29465	0.07875
681	0.28118	0.07202
682	0.28118	0.07875
683	0.27444	0.07539
684	0.26771	0.07539
685	0.28118	0.07875
686	0.29801	0.07539
687	0.30138	0.07539
688	0.29128	0.07539
689	0.28455	0.07539
690	0.28455	0.07539
691	0.27444	0.07875
692	0.30475	0.06865
693	0.31485	0.06865
694	0.31148	0.06192
695	0.30138	0.06529
696	0.29801	0.06529
697	0.29128	0.06529
698	0.29128	0.06529
699	0.27781	0.06529
700	0.29128	0.06529
701	0.30138	0.06529
702	0.31148	0.06529
703	0.31822	0.06529
704	0.25088	0.06865
705	0.25761	0.06865
706	0.26434	0.07539
707	0.28455	0.07202
708	0.25424	0.06865
709	0.29128	0.06529
710	0.30475	0.06529
711	0.31148	0.06529
712	0.24077	0.06192
713	0.23741	0.06192
714	0.24414	0.06865
715	0.25088	0.06865
716	0.24414	0.06529
717	0.25088	0.07202
718	0.25424	0.07539
719	0.26098	0.07875
720	0.23741	0.06529
721	0.23404	0.05855
722	0.23067	0.05519
723	0.24414	0.06529
724	0.25088	0.07539
725	0.28118	0.07875
726	0.30138	0.07875
727	0.31148	0.07875
728	0.31822	0.07875
729	0.32495	0.06529
730	0.31822	0.07202
731	0.31148	0.07875
732	0.32158	0.07539
733	0.32158	0.07202
734	0.32158	0.07202
735	0.31148	0.08212
736	0.29465	0.08212
737	0.27108	0.08549
738	0.28118	0.08549
739	0.28791	0.08549
740	0.29465	0.08549
741	0.29801	0.08549
742	0.30138	0.08212
743	0.28455	0.08212
744	0.26098	0.07875
745	0.26098	0.07875
746	0.26771	0.08549
747	0.29465	0.09222
748	0.33505	0.06865
749	0.32832	0.06529
750	0.33168	0.06529
751	0.32832	0.06865
752	0.31822	0.07539
753	0.31148	0.07539
754	0.32158	0.07539
755	0.24751	0.02825
756	0.25761	0.03162
757	0.27108	0.03162
758	0.27781	0.03162
759	0.29801	0.03162
760	0.28791	0.03162
761	0.30811	0.03162
762	0.31822	0.03162
763	0.31822	0.02825
764	0.31485	0.02825
765	0.30138	0.02825
766	0.28791	0.02825
767	0.28118	0.02825
768	0.27108	0.02825
769	0.26098	0.02825
770	0.24751	0.02825
771	0.25424	0.02825
772	0.26098	0.02825
773	0.26098	0.02825
774	0.26098	0.02825
775	0.26098	0.02825
776	0.26434	0.02825
777	0.26434	0.02825
778	0.27108	0.02825
779	0.27781	0.02825
780	0.28118	0.02825
781	0.29465	0.02825
782	0.29465	0.02825
783	0.30475	0.02825
784	0.30475	0.02825
785	0.30811	0.02825
786	0.31148	0.02825
787	0.30138	0.02825
788	0.28455	0.02825
789	0.27108	0.02825
790	0.26098	0.02825
791	0.24751	0.02825
792	0.24751	0.02825
793	0.24751	0.02825
794	0.25424	0.02825
795	0.26434	0.02825
796	0.27444	0.02825
797	0.29128	0.02825
798	0.29465	0.02825
799	0.30811	0.02825
800	0.31822	0.02488
801	0.30475	0.02825
802	0.29128	0.02825
803	0.27108	0.02488
804	0.25761	0.02488
805	0.24751	0.02488
806	0.25761	0.02488
807	0.26434	0.02488
808	0.27108	0.02488
809	0.27781	0.02152
810	0.29128	0.02152
811	0.30138	0.02152
812	0.30475	0.02152
813	0.30811	0.02488
814	0.28791	0.02488
815	0.28791	0.02488
816	0.29465	0.02488
817	0.28455	0.02488
818	0.27444	0.02152
819	0.27108	0.02152
820	0.25424	0.02152
821	0.26098	0.02152
822	0.26771	0.02152
823	0.27444	0.02152
824	0.28455	0.02152
825	0.29465	0.01815
826	0.28791	0.01478
827	0.28118	0.01141
828	0.28118	0.01815
829	0.27781	0.01815
830	0.26771	0.01815
831	0.26098	0.01815
832	0.26098	0.01815
833	0.25424	0.01815
834	0.27108	0.01141
835	0.27781	0.01478
836	0.26771	0.01141
837	0.26098	0.01141
838	0.26098	0.01478
839	0.26771	0.01141
840	0.26771	0.01478
841	0.28118	0.01478
842	0.28455	0.01141
843	0.29465	0.01141
844	0.31822	0.02488
845	0.30811	0.02488
846	0.30475	0.02152
847	0.29465	0.01815
848	0.28791	0.01478
849	0.27781	0.01478
850	0.27444	0.01478
851	0.26098	0.01478
852	0.25761	0.02488
853	0.24414	0.02825
854	0.24077	0.03162
855	0.25088	0.03162
856	0.28118	0.02825
857	0.29128	0.02825
858	0.28455	0.02152
859	0.27781	0.01141
860	0.26434	0.01141
861	0.26434	0.01141
862	0.27108	0.00805
863	0.28455	0.00805
864	0.27781	0.00805
865	0.29801	0.02152
866	0.28118	0.02152
867	0.25424	0.02152
868	0.30138	0.01815
869	0.31148	0.02152
870	0.29465	0.01478
871	0.28455	0.01141
872	0.29801	0.01141
873	0.30138	0.01478
874	0.30475	0.01478
875	0.31148	0.02488
876	0.26434	0.02825
877	0.28791	0.01478
878	0.28791	0.02152
879	0.30811	0.02152
880	0.33505	0.03162
881	0.32832	0.02488
882	0.31822	0.01815
883	0.31148	0.01478
884	0.30138	0.01141
885	0.31148	0.02152
886	0.32495	0.02488
887	0.31485	0.02825
888	0.32158	0.02825
889	0.33168	0.03162
890	0.32495	0.03162
891	0.33168	0.03162
892	0.31822	0.02152
893	0.31148	0.02152
894	0.30138	0.01815
895	0.30475	0.01815
896	0.31148	0.01815
897	0.32158	0.02488
898	0.33168	0.03498
899	0.30475	0.02152
900	0.28791	0.01478
901	0.29128	0.01815
902	0.28118	0.01815
903	0.28791	0.00805
904	0.29465	0.00805
905	0.29128	0.01478
